Make,Model,Make_Year,Color,Body_Type,Mileage_Run,No_of_Owners,Seating_Capacity,Fuel_Type,Fuel_Tank_Capacity(L),CC_Displacement,Transmission,Transmission_Type,Power(BHP),Torque(Nm),Mileage(l/100km),Emission,Price,car_id
Honda,City,2013,Red,Sedan,73382,1st,5,Petrol,42,1497,5-Speed,Manual,118.0,146.0,5.88,BS IV,5710.0,715
Maruti,Baleno,2016,Blue,Hatchback,62811,1st,5,Petrol,37,1197,5-Speed,Manual,81.8,113.0,4.76,BS V,6140.0,716
Suzuki,Baleno,2016,Blue,Hatchback,62811,1st,5,Petrol,37,1197,5-Speed,Manual,81.8,113.0,4.76,BS V,6140.0,716
Hyundai,i20,2018,Silver,Crossover,29086,1st,5,Petrol,45,1197,5-Speed,Automatic,82.0,115.0,5.82,BS V,8430.0,717
Hyundai,Active,2018,Silver,Crossover,29086,1st,5,Petrol,45,1197,5-Speed,Automatic,82.0,115.0,5.82,BS V,8430.0,717
Renault,Kwid,2018,Red,Hatchback,12582,1st,5,Petrol,28,799,5-Speed,Manual,53.3,72.0,3.98,BS V,4100.0,718
Hyundai,Eon,2017,White,Hatchback,40158,1st,5,Petrol,32,814,5-Speed,Manual,55.2,74.5,4.74,BS IV,4270.0,719
Hyundai,i20,2013,Bronze,Hatchback,50665,1st,5,Petrol,45,1197,5-Speed,Manual,82.85,113.0,5.41,BS IV,4840.0,720
Hyundai,Verna,2013,White,Sedan,42283,1st,5,Petrol,43,1582,5-Speed,Automatic,121.0,158.0,5.88,BS III,6220.0,721
Maruti,Celerio,2017,Silver,Hatchback,79767,1st,5,Petrol,35,998,5-Speed,Automatic,67.04,90.0,4.33,BS IV,4230.0,722
Suzuki,Celerio,2017,Silver,Hatchback,79767,1st,5,Petrol,35,998,5-Speed,Automatic,67.04,90.0,4.33,BS IV,4230.0,722
Maruti,Ciaz,2018,Blue,Sedan,48524,1st,5,Petrol,43,1373,5-Speed,Manual,91.1,130.0,4.82,BS IV,8120.0,723
Suzuki,Ciaz,2018,Blue,Sedan,48524,1st,5,Petrol,43,1373,5-Speed,Manual,91.1,130.0,4.82,BS IV,8120.0,723
Maruti,S-Presso,2021,Silver,Hatchback,4704,1st,5,Petrol,27,998,5-Speed,Manual,67.0,90.0,4.76,BS IV,5490.0,724
Suzuki,S-Presso,2021,Silver,Hatchback,4704,1st,5,Petrol,27,998,5-Speed,Manual,67.0,90.0,4.76,BS IV,5490.0,724
Maruti,Celerio,2016,Red,Hatchback,44272,1st,5,Petrol,35,998,5-Speed,Automatic,67.04,90.0,4.33,BS IV,5250.0,725
Suzuki,Celerio,2016,Red,Hatchback,44272,1st,5,Petrol,35,998,5-Speed,Automatic,67.04,90.0,4.33,BS IV,5250.0,725
Hyundai,Xcent,2018,Grey,Sedan,14197,1st,5,Petrol,43,1197,5-Speed,Manual,81.86,113.75,4.97,BS V,7090.0,726
Hyundai,Elite,2017,Blue,Hatchback,57359,1st,5,Petrol,45,1197,5-Speed,Manual,81.83,114.7,5.38,BS IV,7440.0,727
Hyundai,i20,2017,Blue,Hatchback,57359,1st,5,Petrol,45,1197,5-Speed,Manual,81.83,114.7,5.38,BS IV,7440.0,727
Honda,City,2019,Brown,Sedan,13791,1st,5,Petrol,40,1497,5-Speed,Manual,117.6,145.0,5.75,BS IV,9820.0,728
Maruti,Vitara,2016,Yellow,Suv,76060,1st,5,Diesel,48,1248,5-Speed,Automatic,88.5,200.0,4.12,BS V,8810.0,729
Maruti,Brezza,2016,Yellow,Suv,76060,1st,5,Diesel,48,1248,5-Speed,Automatic,88.5,200.0,4.12,BS V,8810.0,729
Suzuki,Vitara,2016,Yellow,Suv,76060,1st,5,Diesel,48,1248,5-Speed,Automatic,88.5,200.0,4.12,BS V,8810.0,729
Suzuki,Brezza,2016,Yellow,Suv,76060,1st,5,Diesel,48,1248,5-Speed,Automatic,88.5,200.0,4.12,BS V,8810.0,729
Tata,Altroz,2021,White,Hatchback,5389,1st,5,Petrol,37,1199,5-Speed,Manual,84.82,113.0,5.25,BS IV,8340.0,730
Mahindra,Scorpio,2015,Black,Suv,64338,1st,7,Diesel,60,2179,5-Speed,Manual,120.0,280.0,6.49,BS IV,9160.0,731
Honda,Amaze,2019,Brown,Sedan,17691,1st,5,Petrol,35,1199,5-Speed,Manual,88.76,110.0,5.38,BS IV,8800.0,732
Tata,Punch,2022,White,Suv,19734,1st,5,Petrol,37,1199,5-Speed,Automatic,84.0,113.0,5.29,BS IV,8710.0,733
Hyundai,Grand,2017,Silver,Hatchback,16150,1st,5,Petrol,43,1197,5-Speed,Automatic,81.86,113.75,5.29,BS V,5940.0,734
Hyundai,i10,2017,Silver,Hatchback,16150,1st,5,Petrol,43,1197,5-Speed,Automatic,81.86,113.75,5.29,BS V,5940.0,734
Hyundai,Verna,2021,Silver,Sedan,21557,1st,5,Petrol,45,1497,6-Speed,Automatic,113.0,144.0,5.65,BS IV,13660.0,735
Toyota,Glanza,2020,White,Hatchback,30130,1st,5,Petrol,37,1596,5-Speed,Manual,81.8,113.0,4.76,BS V,7850.0,736
Toyota,Glanza,2020,White,Hatchback,30130,1st,5,Petrol,37,1197,5-Speed,Manual,81.8,113.0,4.76,BS V,7850.0,738
Maruti,Baleno,2019,Blue,Hatchback,24618,1st,5,Petrol,37,1197,5-Speed,Manual,81.8,113.0,4.76,BS V,7180.0,740
Suzuki,Baleno,2019,Blue,Hatchback,24618,1st,5,Petrol,37,1197,5-Speed,Manual,81.8,113.0,4.76,BS V,7180.0,740
Maruti,Baleno,2020,Blue,Hatchback,4337,1st,5,Petrol,37,1197,5-Speed,Manual,81.8,113.0,4.76,BS V,7490.0,741
Suzuki,Baleno,2020,Blue,Hatchback,4337,1st,5,Petrol,37,1197,5-Speed,Manual,81.8,113.0,4.76,BS V,7490.0,741
Maruti,Alto,2015,Red,Hatchback,74114,2nd,5,Petrol,35,998,5-Speed,Manual,67.0,90.0,4.15,BS V,3200.0,742
Maruti,K10,2015,Red,Hatchback,74114,2nd,5,Petrol,35,998,5-Speed,Manual,67.0,90.0,4.15,BS V,3200.0,742
Suzuki,Alto,2015,Red,Hatchback,74114,2nd,5,Petrol,35,998,5-Speed,Manual,67.0,90.0,4.15,BS V,3200.0,742
Suzuki,K10,2015,Red,Hatchback,74114,2nd,5,Petrol,35,998,5-Speed,Manual,67.0,90.0,4.15,BS V,3200.0,742
Hyundai,Creta,2016,White,Suv,52631,3rd,5,Petrol,60,1591,6-Speed,Manual,122.0,154.0,6.54,BS IV,8600.0,743
Maruti,Dzire,2021,Blue,Sedan,5744,1st,5,Petrol,37,1197,5-Speed,Manual,88.5,113.0,4.3,BS IV,7990.0,744
Suzuki,Dzire,2021,Blue,Sedan,5744,1st,5,Petrol,37,1197,5-Speed,Manual,88.5,113.0,4.3,BS IV,7990.0,744
Maruti,Wagon,2019,Silver,Hatchback,18988,1st,5,Petrol,32,1197,5-Speed,Manual,81.8,113.0,4.87,BS V,6250.0,745
Maruti,R,2019,Silver,Hatchback,18988,1st,5,Petrol,32,1197,5-Speed,Manual,81.8,113.0,4.87,BS V,6250.0,745
Suzuki,Wagon,2019,Silver,Hatchback,18988,1st,5,Petrol,32,1197,5-Speed,Manual,81.8,113.0,4.87,BS V,6250.0,745
Suzuki,R,2019,Silver,Hatchback,18988,1st,5,Petrol,32,1197,5-Speed,Manual,81.8,113.0,4.87,BS V,6250.0,745
Maruti,Alto,2019,Grey,Hatchback,18066,1st,5,Petrol,35,796,5-Speed,Manual,47.3,69.0,4.54,BS IV,4110.0,746
Maruti,800,2019,Grey,Hatchback,18066,1st,5,Petrol,35,796,5-Speed,Manual,47.3,69.0,4.54,BS IV,4110.0,746
Suzuki,Alto,2019,Grey,Hatchback,18066,1st,5,Petrol,35,796,5-Speed,Manual,47.3,69.0,4.54,BS IV,4110.0,746
Suzuki,800,2019,Grey,Hatchback,18066,1st,5,Petrol,35,796,5-Speed,Manual,47.3,69.0,4.54,BS IV,4110.0,746
Maruti,Swift,2014,Silver,Hatchback,74660,2nd,5,Diesel,43,1248,5-Speed,Manual,74.0,190.0,4.37,BS IV,5400.0,747
Suzuki,Swift,2014,Silver,Hatchback,74660,2nd,5,Diesel,43,1248,5-Speed,Manual,74.0,190.0,4.37,BS IV,5400.0,747
Maruti,Baleno,2019,White,Hatchback,32801,1st,5,Petrol,37,1197,5-Speed,Manual,81.8,113.0,4.76,BS V,8220.0,748
Suzuki,Baleno,2019,White,Hatchback,32801,1st,5,Petrol,37,1197,5-Speed,Manual,81.8,113.0,4.76,BS V,8220.0,748
Maruti,Dzire,2018,White,Sedan,46517,1st,5,Petrol,37,1696,5-Speed,Automatic,88.5,113.0,4.15,BS V,7840.0,749
Suzuki,Dzire,2018,White,Sedan,46517,1st,5,Petrol,37,1696,5-Speed,Automatic,88.5,113.0,4.15,BS V,7840.0,749
Hyundai,Venue,2019,Blue,Suv,44781,1st,5,Petrol,45,998,7-Speed,Manual,118.35,171.6,5.51,BS V,11650.0,750
Maruti,Omni,2019,Blue,Muv,27409,1st,8,Petrol,36,796,4-Speed,Manual,34.0,59.0,5.95,BS V,3960.0,751
Suzuki,Omni,2019,Blue,Muv,27409,1st,8,Petrol,36,796,4-Speed,Manual,34.0,59.0,5.95,BS V,3960.0,751
Hyundai,Elite,2019,Blue,Hatchback,23505,1st,5,Petrol,40,1197,5-Speed,Automatic,81.86,117.0,5.38,BS V,7700.0,752
Hyundai,i20,2019,Blue,Hatchback,23505,1st,5,Petrol,40,1197,5-Speed,Automatic,81.86,117.0,5.38,BS V,7700.0,752
Maruti,S-Presso,2021,Red,Hatchback,34872,1st,5,Petrol,27,998,5-Speed,Manual,67.0,90.0,4.76,BS IV,5150.0,753
Suzuki,S-Presso,2021,Red,Hatchback,34872,1st,5,Petrol,27,998,5-Speed,Manual,67.0,90.0,4.76,BS IV,5150.0,753
Maruti,Alto,2020,Red,Hatchback,7401,1st,5,Petrol,35,796,5-Speed,Manual,47.3,69.0,4.54,BS IV,4260.0,754
Maruti,800,2020,Red,Hatchback,7401,1st,5,Petrol,35,796,5-Speed,Manual,47.3,69.0,4.54,BS IV,4260.0,754
Suzuki,Alto,2020,Red,Hatchback,7401,1st,5,Petrol,35,796,5-Speed,Manual,47.3,69.0,4.54,BS IV,4260.0,754
Suzuki,800,2020,Red,Hatchback,7401,1st,5,Petrol,35,796,5-Speed,Manual,47.3,69.0,4.54,BS IV,4260.0,754
Hyundai,Grand,2014,Orange,Hatchback,51531,1st,5,Petrol,43,1197,4-Speed,Automatic,82.0,114.0,5.29,BS IV,5410.0,755
Hyundai,i10,2014,Orange,Hatchback,51531,1st,5,Petrol,43,1197,4-Speed,Automatic,82.0,114.0,5.29,BS IV,5410.0,755
Hyundai,Eon,2017,White,Hatchback,40187,1st,5,Petrol,32,814,5-Speed,Manual,55.2,74.5,4.74,BS IV,3900.0,756
Renault,Duster,2017,Bronze,Suv,77127,2nd,5,Diesel,50,1461,5-Speed,Manual,84.0,200.0,5.03,BS V,8100.0,757
Ford,EcoSport,2017,Grey,Suv,31080,1st,5,Diesel,52,1498,5-Speed,Manual,99.0,205.0,4.41,BS IV,9320.0,758
Maruti,Baleno,2019,Blue,Hatchback,28967,1st,5,Petrol,37,1197,5-Speed,Manual,81.8,113.0,4.76,BS V,7920.0,759
Suzuki,Baleno,2019,Blue,Hatchback,28967,1st,5,Petrol,37,1197,5-Speed,Manual,81.8,113.0,4.76,BS V,7920.0,759
Hyundai,Creta,2017,White,Suv,69302,1st,5,Petrol,60,1591,6-Speed,Manual,122.0,154.0,6.54,BS IV,12380.0,760
Hyundai,Elite,2020,Red,Hatchback,14502,1st,5,Petrol,40,1197,5-Speed,Automatic,81.86,117.0,5.38,BS V,7690.0,761
Hyundai,i20,2020,Red,Hatchback,14502,1st,5,Petrol,40,1197,5-Speed,Automatic,81.86,117.0,5.38,BS V,7690.0,761
Hyundai,Elite,2014,Blue,Hatchback,38213,1st,5,Petrol,45,1197,5-Speed,Manual,81.83,114.7,5.38,BS IV,6350.0,762
Hyundai,i20,2014,Blue,Hatchback,38213,1st,5,Petrol,45,1197,5-Speed,Manual,81.83,114.7,5.38,BS IV,6350.0,762
Maruti,Celerio,2016,White,Hatchback,54635,1st,5,Petrol,35,998,5-Speed,Automatic,67.04,90.0,4.33,BS IV,4810.0,763
Suzuki,Celerio,2016,White,Hatchback,54635,1st,5,Petrol,35,998,5-Speed,Automatic,67.04,90.0,4.33,BS IV,4810.0,763
Honda,City,2018,Brown,Sedan,32939,1st,5,Petrol,40,1196,5-Speed,Automatic,117.6,145.0,5.56,BS V,11850.0,764
Skoda,Rapid,2012,Beige,Sedan,99495,1st,5,Diesel,55,1598,5-Speed,Manual,103.0,250.0,6.99,BS III,4660.0,765
Renault,Kwid,2019,Red,Hatchback,23342,1st,5,Petrol,28,799,5-Speed,Manual,53.3,72.0,3.97,BS V,4890.0,766
Hyundai,Verna,2020,Black,Sedan,32464,1st,5,Petrol,45,998,7-Speed,Automatic,118.0,172.0,5.21,BS IV,14540.0,767
Honda,WR-V,2019,Red,Suv,30457,1st,5,Diesel,40,1498,6-Speed,Manual,97.89,200.0,4.22,BS IV,10320.0,768
Toyota,Glanza,2021,Red,Hatchback,6738,1st,5,Petrol,37,1596,5-Speed,Manual,81.8,113.0,4.76,BS V,8470.0,769
Toyota,Glanza,2021,Red,Hatchback,6738,1st,5,Petrol,37,1197,5-Speed,Manual,81.8,113.0,4.76,BS V,8470.0,771
Honda,City,2020,Brown,Sedan,18402,1st,5,Petrol,40,1498,6-Speed,Manual,119.35,145.0,5.43,BS IV,14110.0,773
Ford,EcoSport,2013,Silver,Suv,95381,1st,5,Diesel,52,1498,5-Speed,Manual,89.0,204.0,4.41,BS III,5590.0,774
Honda,Jazz,2016,Orange,Hatchback,22856,1st,5,Petrol,40,1199,5-Speed,Manual,88.51,110.0,6.02,BS IV,6250.0,775
Maruti,Ciaz,2019,White,Sedan,15251,2nd,5,Petrol,43,1462,4-Speed,Automatic,103.25,138.0,5.0,BS IV,9990.0,776
Suzuki,Ciaz,2019,White,Sedan,15251,2nd,5,Petrol,43,1462,4-Speed,Automatic,103.25,138.0,5.0,BS IV,9990.0,776
Hyundai,Elite,2017,Grey,Hatchback,57394,1st,5,Petrol,45,1197,5-Speed,Manual,81.83,114.7,5.38,BS IV,6770.0,777
Hyundai,i20,2017,Grey,Hatchback,57394,1st,5,Petrol,45,1197,5-Speed,Manual,81.83,114.7,5.38,BS IV,6770.0,777
Maruti,Eeco,2020,Grey,Muv,26856,1st,5,Petrol,40,1197,5-Speed,Manual,72.42,98.0,6.21,BS IV,4950.0,778
Suzuki,Eeco,2020,Grey,Muv,26856,1st,5,Petrol,40,1197,5-Speed,Manual,72.42,98.0,6.21,BS IV,4950.0,778
Hyundai,Xcent,2019,Grey,Sedan,9421,1st,5,Petrol,43,1197,5-Speed,Manual,81.86,113.75,4.97,BS V,7610.0,779
Maruti,Baleno,2016,Blue,Hatchback,56204,2nd,5,Petrol,37,1197,5-Speed,Manual,81.8,113.0,4.76,BS V,6470.0,780
Suzuki,Baleno,2016,Blue,Hatchback,56204,2nd,5,Petrol,37,1197,5-Speed,Manual,81.8,113.0,4.76,BS V,6470.0,780
Honda,City,2017,Grey,Sedan,16936,1st,5,Petrol,40,1497,5-Speed,Manual,117.6,145.0,5.75,BS IV,8770.0,781
Maruti,Dzire,2021,Silver,Sedan,15443,1st,5,Petrol,37,1197,5-Speed,Manual,88.5,113.0,4.3,BS IV,7340.0,782
Suzuki,Dzire,2021,Silver,Sedan,15443,1st,5,Petrol,37,1197,5-Speed,Manual,88.5,113.0,4.3,BS IV,7340.0,782
Hyundai,Elite,2016,Grey,Hatchback,49826,1st,5,Petrol,45,1197,5-Speed,Manual,81.83,114.7,5.38,BS IV,6610.0,783
Hyundai,i20,2016,Grey,Hatchback,49826,1st,5,Petrol,45,1197,5-Speed,Manual,81.83,114.7,5.38,BS IV,6610.0,783
Maruti,Alto,2020,Grey,Hatchback,7140,1st,5,Petrol,35,796,5-Speed,Manual,47.3,69.0,4.54,BS IV,4460.0,784
Maruti,800,2020,Grey,Hatchback,7140,1st,5,Petrol,35,796,5-Speed,Manual,47.3,69.0,4.54,BS IV,4460.0,784
Suzuki,Alto,2020,Grey,Hatchback,7140,1st,5,Petrol,35,796,5-Speed,Manual,47.3,69.0,4.54,BS IV,4460.0,784
Suzuki,800,2020,Grey,Hatchback,7140,1st,5,Petrol,35,796,5-Speed,Manual,47.3,69.0,4.54,BS IV,4460.0,784
Maruti,Baleno,2019,Blue,Hatchback,26533,1st,5,Petrol,37,1197,5-Speed,Manual,81.8,113.0,4.76,BS V,8140.0,785
Suzuki,Baleno,2019,Blue,Hatchback,26533,1st,5,Petrol,37,1197,5-Speed,Manual,81.8,113.0,4.76,BS V,8140.0,785
Maruti,Alto,2019,White,Hatchback,15928,1st,5,Petrol,35,796,5-Speed,Manual,47.33,69.0,4.54,BS IV,3910.0,786
Maruti,800,2019,White,Hatchback,15928,1st,5,Petrol,35,796,5-Speed,Manual,47.33,69.0,4.54,BS IV,3910.0,786
Suzuki,Alto,2019,White,Hatchback,15928,1st,5,Petrol,35,796,5-Speed,Manual,47.33,69.0,4.54,BS IV,3910.0,786
Suzuki,800,2019,White,Hatchback,15928,1st,5,Petrol,35,796,5-Speed,Manual,47.33,69.0,4.54,BS IV,3910.0,786
Hyundai,i20,2021,Grey,Hatchback,14133,1st,5,Petrol,37,998,6-Speed,Automatic,118.0,172.0,4.95,BS IV,10340.0,787
Maruti,Alto,2015,Blue,Hatchback,29978,2nd,5,Petrol,35,998,5-Speed,Manual,67.0,90.0,4.15,BS V,3500.0,788
Maruti,K10,2015,Blue,Hatchback,29978,2nd,5,Petrol,35,998,5-Speed,Manual,67.0,90.0,4.15,BS V,3500.0,788
Suzuki,Alto,2015,Blue,Hatchback,29978,2nd,5,Petrol,35,998,5-Speed,Manual,67.0,90.0,4.15,BS V,3500.0,788
Suzuki,K10,2015,Blue,Hatchback,29978,2nd,5,Petrol,35,998,5-Speed,Manual,67.0,90.0,4.15,BS V,3500.0,788
Maruti,Dzire,2018,Grey,Sedan,32454,1st,5,Petrol,37,1197,5-Speed,Automatic,88.5,113.0,4.3,BS V,7630.0,789
Suzuki,Dzire,2018,Grey,Sedan,32454,1st,5,Petrol,37,1197,5-Speed,Automatic,88.5,113.0,4.3,BS V,7630.0,789
Maruti,Swift,2012,Beige,Sedan,70628,1st,5,Diesel,42,1248,5-Speed,Manual,74.0,190.0,4.27,BS IV,4870.0,790
Maruti,Dzire,2012,Beige,Sedan,70628,1st,5,Diesel,42,1248,5-Speed,Manual,74.0,190.0,4.27,BS IV,4870.0,790
Suzuki,Swift,2012,Beige,Sedan,70628,1st,5,Diesel,42,1248,5-Speed,Manual,74.0,190.0,4.27,BS IV,4870.0,790
Suzuki,Dzire,2012,Beige,Sedan,70628,1st,5,Diesel,42,1248,5-Speed,Manual,74.0,190.0,4.27,BS IV,4870.0,790
Ford,Figo,2020,Grey,Hatchback,11762,1st,5,Diesel,40,1596,5-Speed,Manual,98.96,215.0,4.1,BS V,7870.0,791
Ford,Figo,2020,Grey,Hatchback,11762,1st,5,Diesel,40,1499,5-Speed,Manual,98.96,215.0,4.1,BS V,7870.0,793
Hyundai,Grand,2017,White,Hatchback,18411,1st,5,Petrol,43,1197,5-Speed,Automatic,81.86,113.75,5.29,BS V,5260.0,795
Hyundai,i10,2017,White,Hatchback,18411,1st,5,Petrol,43,1197,5-Speed,Automatic,81.86,113.75,5.29,BS V,5260.0,795
Hyundai,Grand,2018,Grey,Hatchback,42101,1st,5,Petrol,43,1197,5-Speed,Automatic,81.86,113.75,5.29,BS V,5710.0,796
Hyundai,i10,2018,Grey,Hatchback,42101,1st,5,Petrol,43,1197,5-Speed,Automatic,81.86,113.75,5.29,BS V,5710.0,796
Toyota,Yaris,2018,Brown,Sedan,73664,1st,5,Petrol,42,1596,5-Speed,Manual,105.94,140.0,5.52,BS IV,10110.0,797
Toyota,Yaris,2018,Brown,Sedan,73664,1st,5,Petrol,42,1496,5-Speed,Manual,105.94,140.0,5.52,BS IV,10110.0,799
Maruti,Ciaz,2016,Brown,Sedan,69045,1st,5,Petrol,43,1373,5-Speed,Manual,91.1,130.0,4.82,BS IV,6990.0,801
Suzuki,Ciaz,2016,Brown,Sedan,69045,1st,5,Petrol,43,1373,5-Speed,Manual,91.1,130.0,4.82,BS IV,6990.0,801
Hyundai,Elite,2016,White,Hatchback,25382,1st,5,Petrol,45,1197,5-Speed,Manual,82.0,115.0,5.38,BS IV,7260.0,802
Hyundai,i20,2016,White,Hatchback,25382,1st,5,Petrol,45,1197,5-Speed,Manual,82.0,115.0,5.38,BS IV,7260.0,802
Hyundai,Xcent,2015,Red,Sedan,68611,1st,5,Petrol,43,1197,5-Speed,Manual,81.0,114.0,5.24,BS IV,5170.0,803
Hyundai,Grand,2016,White,Hatchback,30045,2nd,5,Petrol,43,1197,4-Speed,Automatic,82.0,114.0,5.29,BS IV,5730.0,804
Hyundai,i10,2016,White,Hatchback,30045,2nd,5,Petrol,43,1197,4-Speed,Automatic,82.0,114.0,5.29,BS IV,5730.0,804
Hyundai,Eon,2018,Red,Hatchback,11225,1st,5,Petrol,32,814,5-Speed,Manual,55.2,74.5,4.74,BS IV,4540.0,805
Renault,Lodgy,2015,Silver,Muv,73760,1st,8,Diesel,50,1461,6-Speed,Manual,108.0,245.0,5.01,BS V,6250.0,806
Ford,EcoSport,2019,Blue,Suv,67732,1st,5,Diesel,52,1498,5-Speed,Automatic,98.86,215.0,4.61,BS IV,9550.0,807
Maruti,Alto,2011,Red,Hatchback,67463,2nd,5,Petrol,35,998,5-Speed,Manual,67.1,90.0,4.78,BS IV,2740.0,808
Maruti,K10,2011,Red,Hatchback,67463,2nd,5,Petrol,35,998,5-Speed,Manual,67.1,90.0,4.78,BS IV,2740.0,808
Suzuki,Alto,2011,Red,Hatchback,67463,2nd,5,Petrol,35,998,5-Speed,Manual,67.1,90.0,4.78,BS IV,2740.0,808
Suzuki,K10,2011,Red,Hatchback,67463,2nd,5,Petrol,35,998,5-Speed,Manual,67.1,90.0,4.78,BS IV,2740.0,808
Renault,Kiger,2021,Grey,Suv,30322,1st,5,Petrol,40,1298,5-Speed,Automatic,71.0,96.0,5.25,BS IV,9260.0,809
Maruti,S-Presso,2019,White,Hatchback,15878,2nd,5,Petrol,27,998,5-Speed,Manual,67.0,90.0,4.76,BS IV,4650.0,810
Suzuki,S-Presso,2019,White,Hatchback,15878,2nd,5,Petrol,27,998,5-Speed,Manual,67.0,90.0,4.76,BS IV,4650.0,810
Volkswagen,Polo,2016,Silver,Hatchback,44885,1st,5,Petrol,45,1199,5-Speed,Manual,74.0,110.0,6.17,BS V,6630.0,811
Maruti,Baleno,2019,Blue,Hatchback,31171,1st,5,Petrol,37,1596,5-Speed,Manual,81.8,113.0,4.76,BS V,8120.0,812
Suzuki,Baleno,2019,Blue,Hatchback,31171,1st,5,Petrol,37,1596,5-Speed,Manual,81.8,113.0,4.76,BS V,8120.0,812
Maruti,Baleno,2019,Blue,Hatchback,31171,1st,5,Petrol,37,1197,5-Speed,Manual,81.8,113.0,4.76,BS V,8120.0,814
Suzuki,Baleno,2019,Blue,Hatchback,31171,1st,5,Petrol,37,1197,5-Speed,Manual,81.8,113.0,4.76,BS V,8120.0,814
Honda,City,2016,Silver,Sedan,43992,1st,5,Petrol,40,1497,5-Speed,Manual,117.3,145.0,5.56,BS IV,8960.0,816
Maruti,Ciaz,2020,Silver,Sedan,17050,1st,5,Petrol,43,1696,5-Speed,Manual,103.25,138.0,4.84,BS IV,9780.0,817
Suzuki,Ciaz,2020,Silver,Sedan,17050,1st,5,Petrol,43,1696,5-Speed,Manual,103.25,138.0,4.84,BS IV,9780.0,817
Maruti,S-Presso,2020,Grey,Hatchback,6470,1st,5,Petrol,27,998,5-Speed,Manual,67.0,90.0,4.76,BS IV,5410.0,818
Suzuki,S-Presso,2020,Grey,Hatchback,6470,1st,5,Petrol,27,998,5-Speed,Manual,67.0,90.0,4.76,BS IV,5410.0,818
Nissan,Magnite,2022,Brown,Suv,3832,1st,5,Petrol,40,1298,5-Speed,Automatic,99.0,160.0,5.0,BS IV,11060.0,819
Maruti,Celerio,2015,Blue,Hatchback,47060,1st,5,Petrol,35,998,5-Speed,Automatic,67.04,90.0,4.33,BS IV,4640.0,820
Suzuki,Celerio,2015,Blue,Hatchback,47060,1st,5,Petrol,35,998,5-Speed,Automatic,67.04,90.0,4.33,BS IV,4640.0,820
Hyundai,Venue,2020,Blue,Suv,37489,1st,5,Petrol,45,998,6-Speed,Manual,118.35,171.6,5.47,BS IV,9940.0,821
Hyundai,Elite,2020,Grey,Hatchback,30169,1st,5,Petrol,40,1197,5-Speed,Automatic,81.86,117.0,5.38,BS V,8090.0,822
Hyundai,i20,2020,Grey,Hatchback,30169,1st,5,Petrol,40,1197,5-Speed,Automatic,81.86,117.0,5.38,BS V,8090.0,822
Honda,Amaze,2015,White,Sedan,53600,2nd,5,Petrol,35,1198,5-Speed,Manual,86.9,109.0,5.56,BS IV,5440.0,823
Maruti,Swift,2013,Silver,Sedan,61796,1st,5,Diesel,42,1248,5-Speed,Manual,74.0,190.0,4.27,BS IV,5380.0,824
Maruti,Dzire,2013,Silver,Sedan,61796,1st,5,Diesel,42,1248,5-Speed,Manual,74.0,190.0,4.27,BS IV,5380.0,824
Suzuki,Swift,2013,Silver,Sedan,61796,1st,5,Diesel,42,1248,5-Speed,Manual,74.0,190.0,4.27,BS IV,5380.0,824
Suzuki,Dzire,2013,Silver,Sedan,61796,1st,5,Diesel,42,1248,5-Speed,Manual,74.0,190.0,4.27,BS IV,5380.0,824
Volkswagen,Ameo,2016,Brown,Sedan,26094,1st,5,Petrol,45,1198,5-Speed,Automatic,73.75,110.0,5.88,BS V,6070.0,825
Maruti,Ciaz,2016,Brown,Sedan,99144,1st,5,Petrol,43,1373,5-Speed,Automatic,91.0,130.0,5.23,BS IV,7540.0,826
Suzuki,Ciaz,2016,Brown,Sedan,99144,1st,5,Petrol,43,1373,5-Speed,Automatic,91.0,130.0,5.23,BS IV,7540.0,826
Hyundai,Xcent,2017,White,Sedan,49335,2nd,5,Petrol,43,1197,5-Speed,Manual,81.86,113.75,4.97,BS V,6180.0,827
Maruti,Baleno,2019,Blue,Hatchback,13197,1st,5,Petrol,37,1197,5-Speed,Manual,81.8,113.0,4.76,BS V,8140.0,828
Suzuki,Baleno,2019,Blue,Hatchback,13197,1st,5,Petrol,37,1197,5-Speed,Manual,81.8,113.0,4.76,BS V,8140.0,828
Toyota,Etios,2011,Silver,Hatchback,50857,1st,5,Petrol,45,1197,5-Speed,Manual,80.0,104.0,5.65,BS IV,4060.0,829
Toyota,Liva,2011,Silver,Hatchback,50857,1st,5,Petrol,45,1197,5-Speed,Manual,80.0,104.0,5.65,BS IV,4060.0,829
Hyundai,Venue,2019,Blue,Suv,12156,1st,5,Petrol,45,998,6-Speed,Manual,118.35,171.6,5.47,BS IV,9970.0,830
Hyundai,Grand,2017,White,Hatchback,39525,2nd,5,Petrol,43,1197,5-Speed,Manual,82.0,114.0,5.29,BS IV,5230.0,831
Hyundai,i10,2017,White,Hatchback,39525,2nd,5,Petrol,43,1197,5-Speed,Manual,82.0,114.0,5.29,BS IV,5230.0,831
Maruti,Alto,2019,Red,Hatchback,27951,1st,5,Petrol,35,998,5-Speed,Manual,67.0,90.0,4.15,BS V,4250.0,832
Maruti,K10,2019,Red,Hatchback,27951,1st,5,Petrol,35,998,5-Speed,Manual,67.0,90.0,4.15,BS V,4250.0,832
